freq Tant_corr
1421.393875 0.10294127510397288
1421.3845 -0.6530492713356466
1421.375125 -0.09114357417107044
1421.36575 -0.049341733028342105
1421.3563749999998 -0.6946436567062619
1421.347 -0.2050493499438062
1421.337625 -0.5655589107876438
1421.32825 -0.2191722496163493
1421.318875 0.5861105365764558
1421.3094999999998 -0.1047104636409415
1421.300125 0.179364744992057
1421.29075 0.5033360670614115
1421.281375 0.16120358955541292
1421.272 0.3619672181131648
1421.2626249999998 -0.5593729613303822
1421.25325 -0.5658169535149398
1421.243875 -0.021364851221676417
1421.2345 -0.6120165700957045
1421.225125 -0.29777211487689215
1421.2157499999998 0.08136842323332871
1421.206375 -0.3845949589249926
1421.197 -0.12366209369582748
1421.187625 -0.506833157162049
1421.17825 0.4558918475161704
1421.1688749999998 -0.330486998993365
1421.1595 -0.05096970143091539
1421.150125 0.6454436526885274
1421.14075 -0.40824685754753887
1421.131375 -0.48404123687950573
1421.1219999999998 0.32006042875755725
1421.112625 0.49705821687092566
1421.10325 0.8159520425790561
1421.093875 0.04174198233545212
1421.0845 -0.08257204768793258
1421.0751249999998 0.3630101064693747
1421.06575 0.21748820438475036
1421.056375 0.5898624769988885
1421.047 1.210132764029936
1421.037625 1.1352990623171024
1421.0282499999998 0.6863615205528788
1421.018875 1.640319981615903
1421.0095 1.2391744423453588
1421.000125 1.8929249739264833
1420.99075 2.8365715716177533
1420.9813749999998 3.8691141573852406
1420.972 5.306552800833487
1420.962625 6.200887424982142
1420.95325 8.080118098381917
1420.943875 10.012244816291144
1420.9344999999998 12.570267503309765
1420.925125 12.486186226407824
1420.91575 12.077000980843366
1420.906375 12.056711692796881
1420.897 11.440318427657616
1420.8876249999998 10.232821112659707
1420.87825 9.896219812138469
1420.868875 7.905514521351648
1420.8595 8.839705169113984
1420.850125 9.238791818179863
1420.8407499999998 8.818774398417844
1420.831375 8.9656529715283
1420.822 8.517427532768664
1420.812625 8.492098013588162
1420.80325 7.9346644741061425
1420.7938749999998 6.988126846825679
1420.7845 6.6454851908120816
1420.775125 5.80973950132244
1420.76575 4.1658897124406735
1420.756375 3.6379358816508898
1420.7469999999998 3.7278780042100834
1420.737625 3.4547160157828785
1420.72825 3.4144499722723083
1420.718875 3.444079810397028
1420.7095 3.2166055850058797
1420.7001249999998 3.0790272338714715
1420.69075 4.07434486774531
1420.681375 5.940558311013206
1420.672 9.813667729802319
1420.662625 17.312673007036324
1420.6532499999998 28.09557413955278
1420.643875 35.44537123283229
1420.6345 39.82806411916641
1420.625125 39.45565295677582
1420.61575 35.515137633854835
1420.6063749999998 33.86251819945389
1420.597 33.423794597142916
1420.587625 32.58196687491798
1420.57825 31.393034977403175
1420.568875 30.54999895154029
1420.5594999999998 31.112858792584916
1420.550125 32.607614446742474
1420.54075 34.639265959373034
1420.531375 35.243813325732106
1420.522 34.50425649360642
1420.5126249999998 33.95959550677435
1420.50325 33.5018303140769
1420.493875 32.826960958238004
1420.4845 30.888987434512842
1420.475125 28.944909693323808
1420.4657499999998 26.47972777581313
1420.456375 24.052441633457477
1420.447 20.353051306344497
1420.437625 19.107556789729045
1420.42825 17.583958036669486
1420.4188749999998 16.86225508567142
1420.4095 15.944447931989657
1420.400125 15.947536530263989
1420.39075 15.241520917418228
1420.381375 14.885401049146736
1420.3719999999998 14.188176961318646
1420.362625 13.384848610682752
1420.35325 12.849416070031765
1420.343875 11.197879220685167
1420.3345 11.141238171831844
1420.3251249999998 9.682492844351458
1420.31575 9.278643235079926
1420.306375 8.675689411536496
1420.297 8.486631297764546
1420.287625 8.122468890599976
1420.2782499999998 7.443202220638227
1420.268875 6.661831283132955
1420.2595 6.080356040633092
1420.250125 5.1107765221517525
1420.24075 4.143092722942498
1420.2313749999998 3.5893046071361994
1420.222 3.1804121715684346
1420.212625 2.379415473210429
1420.20325 3.047314446652422
1420.193875 2.0271090887299295
1420.1844999999998 2.3707994532494183
1420.175125 1.3033854500074824
1420.16575 1.4448671597137093
1420.156375 1.2162445222323583
1420.147 0.9565175607743868
1420.1376249999998 1.0796862447444937
1420.12825 1.1277505962985117
1420.118875 0.04071058589602217
1420.1095 0.5745662346378424
1420.100125 0.19031753777662175
1420.0907499999998 0.3289644673540977
1420.081375 0.5225070428885203
1420.072 0.8999452596323465
1420.062625 0.01845751312664009
1420.05325 0.013697199519841687
