freq Tant_corr
1421.393875 0.35780430900558713
1421.3845 0.5128741753005954
1421.375125 0.11680633665665141
1421.36575 -0.4433993130363376
1421.3563749999998 -1.3947426788434427
1421.347 -0.4882237670506697
1421.337625 0.058157318327005214
1421.32825 0.8974006701290023
1421.318875 0.3165061857372109
1421.3094999999998 -0.11052604340608241
1421.300125 0.8923039764126486
1421.29075 -0.05700385532944097
1421.281375 -0.5544494492858405
1421.272 -0.5120329045823837
1421.2626249999998 0.04424586673027875
1421.25325 -0.7446131416347725
1421.243875 0.23338997329190647
1421.2345 -0.08074470263611033
1421.225125 -0.39501717570604455
1421.2157499999998 0.906572459147128
1421.206375 -0.20597580226814216
1421.197 -0.4396617896425141
1421.187625 -0.21648568446306626
1421.17825 0.12755250907849813
1421.1688749999998 -0.39254712805504255
1421.1595 -0.03378460215145651
1421.150125 0.14583999674417214
1421.14075 0.5843267474984657
1421.131375 0.3966756438234711
1421.1219999999998 -0.04311340223023308
1421.112625 0.02695968610785826
1421.10325 1.871894822285583
1421.093875 0.502692081675832
1421.0845 0.05335137912385335
1421.0751249999998 0.8608728667726382
1421.06575 2.0892563038305525
1421.056375 1.9275019185119504
1421.047 2.5516095502890153
1421.037625 3.2935791949691122
1421.0282499999998 4.610410997707419
1421.018875 6.437104802168449
1421.0095 5.999660604159402
1421.000125 6.714078472064983
1420.99075 7.061358399596031
1420.9813749999998 8.163500309283279
1420.972 7.795504267414799
1420.962625 7.924370197918961
1420.95325 7.871098165686021
1420.943875 8.36568816442633
1420.9344999999998 8.233140120164478
1420.925125 8.057454095693998
1420.91575 8.237630084724998
1420.906375 8.295668015378482
1420.897 9.455567948351131
1420.8876249999998 8.158329813161657
1420.87825 8.07095366910869
1420.868875 7.757439509901985
1420.8595 6.978787267156775
1420.850125 7.094996998074777
1420.8407499999998 6.849068635668914
1420.831375 6.67200223574298
1420.822 7.24379779200612
1420.812625 5.365455239568064
1420.80325 5.021974632135368
1420.7938749999998 4.547355906215529
1420.7845 4.615599114117032
1420.775125 4.103704249548599
1420.76575 2.5766712511146466
1420.756375 2.8005001690263214
1420.7469999999998 3.193190996992172
1420.737625 2.826743675713516
1420.72825 2.77415825330408
1420.718875 2.728434671863141
1420.7095 2.657572978106174
1420.7001249999998 4.254573115530491
1420.69075 3.494435178965034
1420.681375 3.998159013582523
1420.672 5.973744761626108
1420.662625 9.95919231987753
1420.6532499999998 18.159501684141958
1420.643875 27.195672942256664
1420.6345 35.33970594988105
1420.625125 40.36860083877076
1420.61575 40.95335751269866
1420.6063749999998 39.36097601068897
