freq vel_sub vel Tant_raw Tant_corr
1421.393875 -208.35708 -173.96708 138.221 0.05005975239598115
1421.3845 -206.38112 -171.99112 138.202 0.047374759060687666
1421.375125 -204.40513 -170.01513 137.999 -0.13943497233071867
1421.36575 -202.42912 -168.03912 137.768 -0.3543695284571413
1421.3563749999998 -200.45308 -166.06308 138.069 -0.03742883276012776
1421.347 -198.47701 -164.08701 138.062 -0.02861289093257824
1421.337625 -196.50092 -162.11092 138.85 0.7750782122439546
1421.32825 -194.5248 -160.1348 140.45 6.944417580832419e-21
1421.318875 -192.54866 -158.15866 140.877 2.357453268972369e-20
1421.3094999999998 -190.57249 -156.18249 138.075 0.04640276067735272
1421.300125 -188.59629 -154.20629 138.536 0.5225946984404288
1421.29075 -186.62007 -152.23007 137.614 -0.3843382252202332
1421.281375 -184.64382 -150.25382 137.37 -0.6133959388072299
1421.272 -182.66755 -148.27755 137.666 -0.3025785226744233
1421.2626249999998 -180.69125 -146.30125 137.375 -0.5788859065897611
1421.25325 -178.71492 -144.32492 137.711 -0.2283180962468805
1421.243875 -176.73857 -142.34857 137.704 -0.22087517010197644
1421.2345 -174.76219 -140.37219 138.006 0.09544294017891275
1421.225125 -172.78578 -138.39578 138.003 0.1066362289019196
1421.2157499999998 -170.80935 -136.41935 138.519 0.6367046195086346
1421.206375 -168.8329 -134.4429 137.512 -0.3563518917970043
1421.197 -166.85641 -132.46641 137.733 -0.12153316961271798
1421.187625 -164.8799 -130.4899 138.19 0.3491606405363257
1421.17825 -162.90337 -128.51337 138.236 0.40872953485398966
1421.1688749999998 -160.92681 -126.53681 137.857 0.043173577245141814
1421.1595 -158.95022 -124.56022 138.79 0.9894927620153169
1421.150125 -156.97361 -122.58361 138.485 0.6976870170345535
1421.14075 -154.99697 -120.60697 139.388 1.613756404309271
1421.131375 -153.0203 -118.6303 139.474 1.7127009181448614
1421.1219999999998 -151.04361 -116.65361 140.162 2.4135204883093593
1421.112625 -149.06689 -114.67689 140.814 3.0782151749107243
1421.10325 -147.09015 -112.70015 141.562 3.8387849089824044
1421.093875 -145.11338 -110.72338 141.576 3.8652297493667334
1421.0845 -143.13659 -108.74659 143.205 5.5065496283625635
1421.0751249999998 -141.15976 -106.76976 144.114 6.427744664920056
1421.06575 -139.18292 -104.79292 143.365 5.690814669223727
1421.056375 -137.20604 -102.81604 144.33 6.667759819698716
1421.047 -135.22914 -100.83914 144.261 6.610579989801238
1421.037625 -133.25222 -98.86222 144.461 6.822275175734404
1421.0282499999998 -131.27526 -96.88526 145.157 7.529845490119982
1421.018875 -129.29828 -94.90828 145.828 8.212290810210874
1421.0095 -127.32128 -92.93128 146.735 9.13061113221002
1421.000125 -125.34425 -90.95425 148.005 10.411806508631145
1420.99075 -123.36719 -88.97719 148.81 11.227876933778504
1420.9813749999998 -121.39011 -87.00011 149.895 12.323822346911243
1420.972 -119.413 -85.023 149.054 11.493642798644203
1420.962625 -117.43587 -83.04587 148.494 10.944338229502193
1420.95325 -115.45871 -81.06871 149.769 12.229908688834257
1420.943875 -113.48152 -79.09152 150.143 12.61435417094421
1420.9344999999998 -111.50431 -77.11431 150.703 13.1846746182554
1420.925125 -109.52707 -75.13707 150.35 12.841870078217852
1420.91575 -107.5498 -73.1598 149.828 12.329940545135287
1420.906375 -105.57251 -71.18251 150.082 12.593885963329484
1420.897 -103.59519 -69.20519 149.765 12.286706378351624
1420.8876249999998 -101.61785 -67.22785 149.455 11.986401735789315
1420.87825 -99.64048 -65.25048 149.121 11.66197207992758
1420.868875 -97.66308 -63.27308 148.271 10.821417405069752
1420.8595 -95.68566 -61.29566 147.067 9.626737658702154
1420.850125 -93.70821 -59.31821 146.951 9.519932883210714
1420.8407499999998 -91.73074 -57.34074 144.878 7.456003027347663
1420.831375 -89.75324 -55.36324 142.817 5.403948132232841
1420.822 -87.77571 -53.38571 142.389 4.984768192169184
1420.812625 -85.79816 -51.40816 140.801 3.4054631578075885
1420.80325 -83.82058 -49.43058 140.537 3.1500330683688276
1420.7938749999998 -81.84298 -47.45298 140.589 3.210477875769726
1420.7845 -79.86535 -45.47535 140.845 3.4747976179647537
1420.775125 -77.88769 -43.49769 140.057 2.6949922892564757
1420.76575 -75.91001 -41.52001 140.317 2.963061843460764
1420.756375 -73.9323 -39.5423 140.464 3.1180063166326875
1420.7469999999998 -71.95456 -37.56456 140.257 2.9188257030745604
1420.737625 -69.9768 -35.5868 141.06 3.7295199585012426
1420.72825 -67.99901 -33.60901 141.181 3.858089117068431
1420.718875 -66.0212 -31.6312 141.444 4.1285331357570385
1420.7095 -64.04336 -29.65336 142.495 5.186852047456512
1420.7001249999998 -62.0655 -27.6755 143.077 5.776045810413763
1420.69075 -60.0876 -25.6976 143.921 6.6271144916736375
1420.681375 -58.10969 -23.71969 144.04 6.753057979272654
1420.672 -56.13174 -21.74174 145.642 8.361876373777704
1420.662625 -54.15377 -19.76377 147.178 9.904569600546438
1420.6532499999998 -52.17578 -17.78578 150.226 12.959137655779813
1420.643875 -50.19775 -15.80775 152.593 15.332580600190767
1420.6345 -48.21971 -13.82971 158.586 21.331898331312914
1420.625125 -46.24163 -11.85163 165.297 28.04909094021528
1420.61575 -44.26353 -9.87353 171.656 34.41415835858692
1420.6063749999998 -42.2854 -7.8954 179.028 41.7921006123517
1420.597 -40.30725 -5.91725 184.311 47.080917666720836
1420.587625 -38.32907 -3.93907 185.632 48.407609546351665
1420.57825 -36.35087 -1.96087 182.241 45.02217621772172
1420.568875 -34.37264 0.01736 174.7 37.48661770422177
1420.5594999999998 -32.39438 1.99562 169.726 32.51793400015268
1420.550125 -30.4161 3.9739 166.499 29.296125073891375
1420.54075 -28.43779 5.95221 165.215 28.01719094692882
1420.531375 -26.45945 7.93055 163.308 26.115131613565552
1420.522 -24.48109 9.90891 161.618 24.429947044078176
1420.5126249999998 -22.5027 11.8873 160.774 23.59063725805757
1420.50325 -20.52429 13.86571 159.992 22.813202227046787
1420.493875 -18.54585 15.84415 158.371 21.196641969370006
1420.4845 -16.56738 17.82262 157.28 20.109956479327394
1420.475125 -14.58889 19.80111 156.103 18.937145730361806
1420.4657499999998 -12.61037 21.77963 154.955 17.793209738897218
