freq vel_sub vel Tant_raw Tant_corr
1421.393875 -208.35708 -191.78708 139.005 -0.05962601218610075
1421.3845 -206.38112 -189.81112 138.695 -0.36618921602456567
1421.375125 -204.40513 -187.83513 137.929 -1.12879320378741
1421.36575 -202.42912 -185.85912 138.628 -0.42643799421105655
1421.3563749999998 -200.45308 -183.88308 138.44 -0.6111235718657326
1421.347 -198.47701 -181.90701 138.724 -0.3238499386114313
1421.337625 -196.50092 -179.93092 138.674 -0.3706171125646165
1421.32825 -194.5248 -177.9548 139.538 0.4965749210844024
1421.318875 -192.54866 -175.97866 139.575 0.5367261446324676
1421.3094999999998 -190.57249 -174.00249 138.997 -0.03816342752404012
1421.300125 -188.59629 -172.02629 139.219 0.18690620275458514
1421.29075 -186.62007 -170.05007 138.654 -0.3750649816146847
1421.281375 -184.64382 -168.07382 139.616 0.5899230331443164
1421.272 -182.66755 -166.09755 138.594 -0.42912976963827987
1421.2626249999998 -180.69125 -164.12125 138.887 -0.13322337659968753
1421.25325 -178.71492 -162.14492 138.522 -0.49535778960020593
1421.243875 -176.73857 -160.16857 139.186 0.17146697531046584
1421.2345 -174.76219 -158.19219 139.331 0.3192509308748015
1421.225125 -172.78578 -156.21578 138.708 -0.3010059247674235
1421.2157499999998 -170.80935 -154.23935 139.284 0.2776963929539704
1421.206375 -168.8329 -152.2629 139.303 0.2993578827987733
1421.197 -166.85641 -150.28641 139.551 0.5499785698386006
1421.187625 -164.8799 -148.3099 139.264 0.26555842569442234
1421.17825 -162.90337 -146.33337 139.713 0.7170974491259301
1421.1688749999998 -160.92681 -144.35681 139.771 0.7775956514285554
1421.1595 -158.95022 -142.38022 140.33 1.3390530307418658
1421.150125 -156.97361 -140.40361 139.895 0.9064695730829442
1421.14075 -154.99697 -138.42697 141.013 2.0268452891270385
1421.131375 -153.0203 -136.4503 140.641 1.6571801770135437
1421.1219999999998 -151.04361 -134.47361 140.731 1.7494742233797922
1421.112625 -149.06689 -132.49689 142.316 3.336727438280718
1421.10325 -147.09015 -130.52015 142.401 3.4239398087669883
1421.093875 -145.11338 -128.54338 143.765 4.790111344480067
1421.0845 -143.13659 -126.56659 143.969 4.996242032884169
1421.0751249999998 -141.15976 -124.58976 144.613 5.642331893675532
1421.06575 -139.18292 -122.61292 144.102 5.133380893588253
1421.056375 -137.20604 -120.63604 144.278 5.311389062166711
1421.047 -135.22914 -118.65914 144.602 5.63735637723363
1421.037625 -133.25222 -116.68222 145.597 6.634282837548426
1421.0282499999998 -131.27526 -114.70526 146.783 7.822168460739732
1421.018875 -129.29828 -112.72828 147.494 8.535013225870756
1421.0095 -127.32128 -110.75128 149.127 10.169817131700853
